achievable_delay_bound_avg,1.25542
achievable_delay_bound_99th,1.43045
data_transfer_cost_avg,4.10125
data_transfer_cost_99th,4.64364
interDC_cost_ratio_avg,0.260071
interDC_cost_ratio_99th,0.285043
num_chosen_DCs_avg,8
num_chosen_DCs_99th,8
num_evaluated_solutions_avg,1
num_evaluated_solutions_99th,1
alg_running_time_avg,0.003
