session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,242,2.42909,0.0284431,2,1
2,187,2.36945,0.0276243,2,0
3,199,2.28655,0.023855,2,1
4,211,2.54182,0.0321888,2,0
5,214,2.84144,0.0280268,2,2
6,196,2.54182,0.0321888,2,1
7,180,2.36945,0.0276243,2,0
8,220,2.34909,0.0294118,2,0
9,214,2.16,0,1,1
10,224,2.31636,0.0243328,2,0
11,213,2.20364,0.019802,2,1
12,189,2.28655,0.023855,2,0
13,231,2.54909,0.0271041,2,2
14,219,2.31636,0.0243328,2,1
15,271,2.20364,0.019802,2,5
16,222,2.31636,0.0243328,2,3
17,192,2.54909,0.0271041,2,1
18,205,2.54182,0.0321888,2,0
19,227,2.89455,0.0326633,2,1
20,260,2.31636,0.0243328,2,1
21,210,2.42909,0.0284431,2,1
22,223,2.54182,0.0321888,2,1
23,200,2.28655,0.023855,2,0
24,243,2.20364,0.019802,2,4
25,254,2.27636,0.0247604,2,2
26,202,2.54182,0.0321888,2,1
27,253,2.28655,0.023855,2,1
28,193,2.31636,0.0243328,2,0
29,212,2.54182,0.0321888,2,1
30,187,2.36945,0.0276243,2,1
31,196,2.89455,0.0326633,2,1
32,225,2.20364,0.019802,2,5
33,226,2.27636,0.0247604,2,1
34,227,2.89455,0.0326633,2,2
35,219,2.31636,0.0243328,2,1
36,207,2.32545,0.028147,2,1
37,222,2.20364,0.019802,2,3
38,234,2.16,0,1,1
39,225,2.54909,0.0271041,2,2
40,228,2.28655,0.023855,2,2
41,177,2.45236,0.0311388,2,0
42,223,2.28655,0.023855,2,1
43,184,2.45236,0.0311388,2,0
44,214,2.16,0,1,4
45,208,2.31636,0.0243328,2,1
46,207,2.41624,0.023026,2,1
47,230,2.31636,0.0243328,2,2
48,223,2.89455,0.0326633,2,2
49,201,2.16,0,1,1
50,219,2.54909,0.0271041,2,2
51,209,2.20364,0.019802,2,1
52,241,2.42182,0.0337838,2,2
53,219,2.54909,0.0271041,2,2
54,201,2.36945,0.0276243,2,0
55,237,2.36945,0.0276243,2,1
56,168,2.45236,0.0311388,2,0
57,218,2.42909,0.0284431,2,1
58,259,2.34909,0.0294118,2,1
59,212,2.54909,0.0271041,2,1
60,229,2.20364,0.019802,2,2
61,235,2.41624,0.023026,2,2
62,200,2.28655,0.023855,2,2
63,235,2.27636,0.0247604,2,1
64,216,2.20364,0.019802,2,0
65,179,2.36945,0.0276243,2,0
66,190,2.28655,0.023855,2,1
67,178,2.36945,0.0276243,2,0
68,203,2.45236,0.0311388,2,0
69,172,2.45236,0.0311388,2,1
70,241,2.20364,0.019802,2,1
71,242,2.28655,0.023855,2,0
72,211,2.31636,0.0243328,2,1
73,218,2.36945,0.0276243,2,0
74,255,2.36945,0.0276243,2,1
75,268,2.28655,0.023855,2,1
76,229,2.34909,0.0294118,2,1
77,248,2.16,0,1,2
78,271,2.28655,0.023855,2,2
79,181,2.28655,0.023855,2,0
80,242,2.27636,0.0247604,2,2
81,219,2.27636,0.0247604,2,0
82,236,2.34909,0.0294118,2,3
83,207,2.20364,0.019802,2,2
84,221,2.54909,0.0271041,2,1
85,196,2.42909,0.0284431,2,0
86,231,2.27636,0.0247604,2,0
87,230,2.16,0,1,2
88,230,2.54909,0.0271041,2,3
89,207,2.27636,0.0247604,2,0
90,206,2.16,0,1,0
91,227,2.62884,0.0257286,2,1
92,249,2.36945,0.0276243,2,1
93,225,2.45236,0.0311388,2,2
94,228,2.27636,0.0247604,2,2
95,210,2.27636,0.0247604,2,1
96,223,2.41624,0.023026,2,2
97,250,2.45236,0.0311388,2,3
98,207,2.20364,0.019802,2,0
99,235,2.20364,0.019802,2,3
100,235,2.16,0,1,2
