achieved_delay_bound_avg,1.16488
achieved_delay_bound_99th,1.4039
data_transfer_cost_avg,2.45519
data_transfer_cost_99th,4.15042
interDC_cost_ratio_avg,0.0318782
interDC_cost_ratio_99th,0.151748
num_chosen_DCs_avg,2
num_chosen_DCs_99th,5
num_evaluated_solutions_avg,1.41201e+06
num_evaluated_solutions_99th,4.53663e+06
alg_running_time_avg,10970.3
