session_id,normalized_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,1.03294,4.15042,0.151748,5,2
2,1.4039,2.28655,0.023855,2,30180
3,1.27297,2.16,0,1,13568
4,1.22794,2.16,0,1,37636
5,1.13144,2.42182,0.0337838,2,285
6,1.20325,2.16,0,1,766
7,1.04451,2.56036,0.0610709,3,15
8,1.06047,2.33273,0.0483242,3,11979
9,1.08772,2.16,0,1,154
10,1.18367,2.16,0,1,15118
