achievable_delay_bound_avg,1.18072
achievable_delay_bound_99th,1.45973
data_transfer_cost_avg,2.7386
data_transfer_cost_99th,3.81016
interDC_cost_ratio_avg,0.0682299
interDC_cost_ratio_99th,0.11236
num_chosen_DCs_avg,2.888
num_chosen_DCs_99th,3
num_evaluated_solutions_avg,137.795
num_evaluated_solutions_99th,2405
alg_running_time_avg,3.043
