session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,237,3.9316,0.0952284,5,90
2,229,3.515,0.0655477,4,8
3,227,3.36,0.0238095,2,46
4,216,3.5918,0.0855281,5,78
5,186,3.348,0.0454002,3,5
6,230,3.40173,0.0354329,3,34
7,274,3.36,0.0714286,4,30
8,240,3.20133,0.0441483,3,23
9,219,3.06133,0.0200348,2,37
10,217,5.158,0.087786,4,5
11,248,3.20133,0.0441483,3,94
12,190,3.24267,0.0230263,2,16
13,219,3.63907,0.0433811,3,37
14,228,3.6318,0.0845862,5,26
15,216,3.37867,0.0457774,3,52
16,222,3.28,0.0634146,4,108
17,248,3.49333,0.0885496,5,133
18,269,3.36,0.0238095,2,34
19,212,3.4,0.0470588,3,45
20,214,3.6518,0.0928857,5,15
21,205,3.646,0.0638508,4,21
22,206,3.7558,0.0988338,5,39
23,222,3.368,0.0700713,4,11
24,188,3.32133,0.0425532,3,63
25,233,5.3038,0.121272,5,45
26,198,4.704,0.085034,4,56
27,222,3.66573,0.0459753,3,75
28,199,5.044,0.0959556,4,30
29,202,3.352,0.0632458,4,18
30,222,4.74667,0.0629213,3,54
31,209,5.07313,0.112067,5,54
32,203,3.61,0.0633795,4,62
33,205,4.704,0.085034,4,107
34,212,5.50727,0.150831,6,24
35,228,3.44,0.0697674,4,37
36,211,3.25067,0.0217391,2,25
37,207,3.53953,0.0449023,3,37
38,212,3.31733,0.0450161,3,23
39,206,3.48,0.0689655,4,40
40,219,4.86933,0.0635268,3,67
41,201,5.30893,0.11372,5,17
42,262,4.864,0.0953947,4,118
43,243,3.184,0.0577889,4,104
44,186,5.222,0.0882421,4,4
45,223,5.3478,0.120274,5,21
46,215,2.88,0,1,37
47,208,3.55907,0.0443562,3,36
48,186,4.896,0.0890523,4,31
49,206,3.25067,0.0217391,2,44
50,190,5.21047,0.116279,5,5
51,209,3.42,0.0760234,4,23
52,223,2.88,0,1,7
53,198,3.515,0.0655477,4,32
54,197,3.36,0.0238095,2,30
55,242,3.55087,0.0194507,2,116
56,251,3.368,0.0700713,4,99
57,204,3.515,0.0655477,4,28
58,244,3.25067,0.0217391,2,141
59,211,3.806,0.0695744,4,44
60,222,3.348,0.0454002,3,23
61,227,2.88,0,1,10
62,266,4.948,0.0953921,4,29
63,203,3.26,0.0417178,3,50
64,219,3.25067,0.0217391,2,30
65,255,3.42,0.0760234,4,95
66,208,4.74667,0.0629213,3,24
67,213,3.52,0.0681818,4,47
68,191,3.36,0.0238095,2,31
69,227,3.36,0.0238095,2,74
70,241,2.92267,0.0145985,2,41
71,197,3.308,0.0459492,3,5
72,213,5.024,0.0923567,4,27
73,205,3.5918,0.0855281,5,11
74,198,3.61847,0.0878457,5,22
75,222,2.92267,0.0145985,2,35
76,211,3.29867,0.0468876,3,49
77,211,3.308,0.0459492,3,30
78,217,3.352,0.0632458,4,12
79,265,3.28,0.0487805,3,74
80,232,3.08267,0.0190311,2,117
81,210,5.49793,0.1523,6,21
82,204,3.33467,0.0463814,3,16
83,216,3.28133,0.0430719,3,135
84,210,2.88,0,1,81
85,206,5.27713,0.116831,5,72
86,183,5.27713,0.116831,5,12
87,222,3.528,0.0759637,4,52
88,297,2.96533,0.028777,3,194
89,199,3.48,0.0689655,4,16
90,215,2.92267,0.0145985,2,52
91,220,3.184,0.0577889,4,81
92,240,3.48,0.0689655,4,21
93,230,3.4,0.0470588,3,37
94,233,3.45333,0.0895753,5,74
95,212,5.158,0.087786,4,35
96,223,3.507,0.0668378,4,27
97,212,3.36,0.0238095,2,44
98,194,5.222,0.0882421,4,33
99,219,3.22,0.042236,3,33
100,216,2.88,0,1,113
101,194,3.63067,0.0954829,5,10
102,223,3.61,0.0633795,4,40
103,245,2.88,0,1,81
104,217,3.288,0.0620438,4,4
105,199,3.32133,0.0425532,3,9
106,194,3.427,0.0590604,4,44
107,197,5.222,0.0882421,4,38
108,210,3.308,0.0459492,3,42
109,195,5.1398,0.112689,5,5
110,198,5,0.0992,4,30
111,209,3.57773,0.0426341,3,87
112,219,3.507,0.0668378,4,33
113,225,3.308,0.0459492,3,5
114,230,3.332,0.0696279,4,61
115,219,2.88,0,1,19
116,207,3.52113,0.0796713,5,22
117,212,3.29867,0.0468876,3,21
118,247,3.34,0.0682635,4,9
119,222,3.304,0.0677966,4,51
