session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,260,2.88,0,1,24
2,266,2.88,0,1,8
3,256,2.88,0,1,8
4,254,2.88,0,1,11
5,214,2.88,0,1,4
6,251,2.88,0,1,5
7,297,2.88,0,1,7
8,283,2.88,0,1,10
9,234,2.88,0,1,4
10,239,2.88,0,1,4
11,265,2.88,0,1,5
12,225,2.88,0,1,7
13,270,2.88,0,1,11
14,272,2.88,0,1,10
15,258,2.88,0,1,10
16,232,2.88,0,1,3
17,258,2.88,0,1,4
18,296,2.88,0,1,7
19,258,2.88,0,1,12
20,255,2.88,0,1,7
21,259,2.88,0,1,11
22,264,2.88,0,1,12
23,260,2.88,0,1,7
24,214,2.88,0,1,6
25,237,2.88,0,1,2
26,228,2.88,0,1,6
27,255,2.88,0,1,10
28,207,2.88,0,1,1
29,253,2.88,0,1,12
30,250,2.88,0,1,5
31,231,2.88,0,1,6
32,249,2.88,0,1,11
33,219,2.88,0,1,5
34,260,2.88,0,1,9
35,252,2.88,0,1,6
36,222,2.88,0,1,2
37,245,2.88,0,1,9
38,251,2.88,0,1,8
39,238,2.88,0,1,6
40,227,2.88,0,1,4
41,240,2.88,0,1,9
42,306,2.88,0,1,11
43,251,2.88,0,1,4
44,236,2.88,0,1,7
45,320,2.88,0,1,23
46,215,2.88,0,1,0
47,245,2.88,0,1,8
48,233,2.88,0,1,8
49,217,2.88,0,1,3
50,212,2.88,0,1,4
51,216,2.88,0,1,2
52,223,2.88,0,1,1
53,231,2.88,0,1,6
54,221,2.88,0,1,4
55,251,2.88,0,1,5
56,261,2.88,0,1,8
57,258,2.88,0,1,10
58,296,2.88,0,1,15
59,226,2.88,0,1,4
60,237,2.88,0,1,3
61,227,2.88,0,1,0
62,297,2.88,0,1,7
63,255,2.88,0,1,10
64,260,2.88,0,1,8
65,305,2.88,0,1,13
66,238,2.88,0,1,5
67,226,2.88,0,1,4
68,216,2.88,0,1,4
69,272,2.88,0,1,13
70,242,2.88,0,1,1
71,223,2.88,0,1,5
72,238,2.88,0,1,6
73,243,2.88,0,1,7
74,224,2.88,0,1,4
75,237,2.88,0,1,3
76,232,2.88,0,1,5
77,232,2.88,0,1,5
78,242,2.88,0,1,5
79,300,2.88,0,1,12
80,256,2.88,0,1,7
81,258,2.88,0,1,8
82,212,2.88,0,1,2
83,228,2.88,0,1,7
84,210,2.88,0,1,3
85,240,2.88,0,1,8
86,217,2.88,0,1,5
87,253,2.88,0,1,8
88,328,2.88,0,1,10
89,233,2.88,0,1,6
90,216,2.88,0,1,2
91,226,2.88,0,1,3
92,258,2.88,0,1,4
93,274,2.88,0,1,10
94,282,2.88,0,1,11
95,241,2.88,0,1,6
96,228,2.88,0,1,2
97,236,2.88,0,1,6
98,223,2.88,0,1,5
99,254,2.88,0,1,9
100,216,2.88,0,1,3
101,215,2.88,0,1,4
102,259,2.88,0,1,7
103,245,2.88,0,1,2
104,226,2.88,0,1,2
105,208,2.88,0,1,2
106,250,2.88,0,1,10
107,289,2.88,0,1,19
108,226,2.88,0,1,4
109,230,2.88,0,1,6
110,214,2.88,0,1,3
111,249,2.88,0,1,11
112,240,2.88,0,1,6
113,248,2.88,0,1,4
114,247,2.88,0,1,5
115,219,2.88,0,1,1
116,261,2.88,0,1,11
117,224,2.88,0,1,3
118,279,2.88,0,1,6
119,234,2.88,0,1,3
120,274,2.88,0,1,6
121,247,2.88,0,1,4
122,269,2.88,0,1,5
123,298,2.88,0,1,14
124,206,2.88,0,1,1
125,251,2.88,0,1,7
126,243,2.88,0,1,3
127,224,2.88,0,1,6
