6,7,6,7,9,6,8,6,5,7,6,5,7,6,7,8,6,5,7,7,4,7,5,6,6,8,8,5,9,5,7,7,7,8,7,5,6,5,8,7,7,8,8,6,8,7,6,6,7,7,7,8,6,7,7,7,8,6,9,7,7,7,7,7,9,6,6,7,5,6,8,8,7,9,7,5,6,6,7,8,7,5,8,7,5,8,9,7,7,7,6,7,7,7,8,5,7,7,9,8,5,8,7,5,6,6,7,8,8,7,8,8,7,9,6,6,8,4,6,8,6,7,8,8,7,7,6,8,9,8,6,7,7,8,6,6,7,9,7,7,7,5,8,6,8,5,7,7,6,6,6,5,7,9,6,5,7,7,6,10,8,7,5,6,6,4,6,9,5,6,8,6,8,6,7,7,7,7,6,6,6,6,7,7,6,6,7,7,9,7,7,7,5,6,7,7,8,7,7,6,6,9,7,6,5,10,7,7,6,7,7,7,7,4,8,7,8,7,9,7,6,6,5,8,7,8,9,8,9,7,7,7,6,7,9,8,6,7,8,6,5,7,6,5,6,8,8,6,8,8,7,7,6,5,7,7,6,8,8,5,6,5,7,7,5,7,5,8,6,6,7,6,6,7,8,6,7,7,6,7,5,9,6,7,7,8,8,7,8,6,7,7,8,8,5,6,8,8,6,8
1,5,2,5,5,2,5,4,2,4,3,3,3,3,5,5,3,5,3,5,3,5,3,2,4,4,5,3,3,4,3,3,4,4,4,5,4,3,3,4,2,5,5,3,5,4,5,5,5,5,2,3,4,4,3,3,5,4,4,5,1,3,5,4,3,2,4,5,3,2,5,4,4,4,3,4,3,5,4,3,3,4,5,5,5,5,2,5,5,4,4,4,4,3,5,5,4,4,4,4,2,5,3,5,5,4,5,4,4,2,2,5,4,3,4,3,4,3,3,3,4,4,5,5,3,5,5,2,1,5,4,4,3,4,3,4,4,4,5,2,4,1,3,2,5,3,5,5,5,5,5,4,3,4,4,5,4,4,4,5,5,5,3,4,4,3,3,1,3,5,2,4,5,4,4,5,5,4,5,4,4,3,3,4,4,5,5,5,5,4,5,5,5,2,1,5,5,4,4,4,4,4,3,5,3,5,4,3,2,5,4,5,4,4,5,3,3,4,1,5,2,5,2,5,3,4,5,5,4,2,4,4,5,3,5,5,4,1,5,4,5,4,3,5,4,3,5,4,5,4,5,3,4,4,2,4,5,1,4,5,4,4,4,4,5,4,4,4,4,3,5,4,4,5,5,4,5,5,5,4,2,5,3,5,5,2,5,4,4,3,2,2,4,5,3,4,5,4,3,4
