session_id,normalized_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,1.2735,4.34473,0.22849,7,1
2,1.07046,4.29018,0.218681,7,0
3,1.43814,4.07042,0.154731,5,1
4,1.20253,4.09964,0.186269,6,1
5,1.10326,4.64642,0.250907,8,1
6,1.35673,4.09673,0.188621,6,2
7,1.0665,4.01745,0.155684,5,0
8,1.032,4.13673,0.186797,6,0
9,1.07463,4.44655,0.246156,8,1
10,1.15113,3.93745,0.158847,5,1
11,1.30027,4.33018,0.216661,7,1
12,1.0875,3.94691,0.154782,5,0
13,1.05543,4.17927,0.197947,6,0
14,1.31401,4.23078,0.183933,6,2
15,1,4.36775,0.177333,6,0
16,1.38813,4.44655,0.246156,8,1
17,1.27481,3.79418,0.120759,4,1
18,1.15584,4.38751,0.210349,7,1
19,1.27523,3.94691,0.154782,5,1
20,1.28571,4.09673,0.188621,6,1
21,1.08,4.17382,0.187315,6,0
22,1.17734,4.09673,0.188621,6,1
23,1.34653,4.09673,0.188621,6,1
24,1.00952,4.29127,0.216083,7,0
25,1.06436,4.23078,0.183933,6,1
26,1.37176,3.93273,0.160888,5,2
27,1.40749,3.93745,0.158847,5,2
28,1.12626,4.42533,0.213482,7,1
29,1.29787,3.77455,0.125723,4,2
30,1.16465,4.17382,0.187315,6,1
31,1.04515,4.09673,0.188621,6,0
32,1.04619,4.29018,0.218681,7,0
33,1.34302,3.98218,0.155237,5,1
34,1.24103,4.38473,0.226406,7,1
35,1.19459,4.38642,0.212889,7,0
36,1.10354,4.08909,0.163628,5,0
37,1.18898,4.58278,0.240505,8,0
38,1.29646,3.94218,0.156812,5,1
39,1.09019,4.31624,0.190823,6,1
40,1.11885,4.48096,0.220569,7,1
41,1.16814,4.29018,0.218681,7,1
42,1.04023,4.17382,0.187315,6,0
43,1.2,4.64642,0.250907,8,1
44,1.12367,3.93745,0.158847,5,1
45,1.11905,4.13382,0.189127,6,1
46,1.12195,4.13673,0.186797,6,1
47,1.09766,4.38364,0.228951,7,1
48,1.12183,4.23078,0.183933,6,1
49,1.03733,4.42642,0.210965,7,0
50,1.21569,4.40582,0.245543,8,1
51,1.17895,4.38642,0.212889,7,1
52,1.18274,4.13091,0.191461,6,1
53,1.035,4.34473,0.22849,7,1
54,1.03139,4.58205,0.237766,8,0
55,1.08312,4.54205,0.239859,8,0
56,1.26829,3.94691,0.154782,5,0
57,1.13867,4.17927,0.197947,6,0
58,1.15202,4.17927,0.197947,6,0
59,1.16794,4.00909,0.166893,5,1
60,1.11196,4.26182,0.206911,6,0
61,1.0439,4.42642,0.210965,7,0
62,1.11024,4.23078,0.183933,6,0
63,1.35938,4.38642,0.212889,7,2
64,1.04317,4.09382,0.190975,6,0
65,1.12183,4.25127,0.218116,7,0
66,1.19417,4.09382,0.190975,6,1
67,1.47706,3.94691,0.154782,5,2
68,1.41226,4.42642,0.210965,7,1
69,1.2792,4.13382,0.189127,6,1
70,1.36776,4.29018,0.218681,7,2
71,1.05556,4.23369,0.18166,6,0
72,1.22449,4.23369,0.18166,6,1
73,1.06484,4.29127,0.216083,7,0
74,1.0989,4.23369,0.18166,6,0
75,1.14758,4.26473,0.204638,6,0
76,1.29612,4.26182,0.206911,6,1
77,1.2865,4.17927,0.197947,6,1
78,1.27039,4.22787,0.18621,6,1
79,1.21728,3.94218,0.156812,5,0
80,1.39528,4.09673,0.188621,6,1
81,1.32673,4.13673,0.186797,6,1
82,1.34845,4.07987,0.150807,5,2
83,1.32749,4.17382,0.187315,6,1
84,1.18045,4.38751,0.210349,7,0
85,1.10811,4.13673,0.186797,6,0
86,1.19303,4.25018,0.220739,7,1
87,1.1727,4.34473,0.22849,7,1
88,1.39353,4.09673,0.188621,6,1
89,1.08854,4.09673,0.188621,6,0
90,1.41962,4.38364,0.228951,7,1
91,1.30075,4.30787,0.182752,6,1
92,1.54286,4.09964,0.186269,6,2
93,1.22449,4.38642,0.212889,7,1
94,1.32973,3.93745,0.158847,5,1
95,1.0274,4.27078,0.182211,6,0
96,1.12083,4.21636,0.198361,6,1
97,1.06699,4.25018,0.220739,7,0
98,1.18329,4.54205,0.239859,8,1
99,1.08142,3.93745,0.158847,5,0
100,1.13721,4.29018,0.218681,7,1
101,1.125,4.21927,0.19607,6,0
102,1.06,4.34473,0.22849,7,0
103,1.15686,3.98218,0.155237,5,0
104,1.36317,3.94218,0.156812,5,1
105,1.24713,4.27078,0.182211,6,1
106,1.2913,3.77455,0.125723,4,1
107,1.13034,4.34473,0.22849,7,1
108,1.29258,4.29018,0.218681,7,2
109,1.14889,4.32909,0.219236,7,1
110,1.1875,4.23078,0.183933,6,1
111,1.46797,4.13382,0.189127,6,1
112,1.167,3.94218,0.156812,5,0
113,1.2801,4.09382,0.190975,6,1
114,1.09207,4.01273,0.15768,5,1
115,1.03377,4.47987,0.223058,7,0
116,1.14251,3.94218,0.156812,5,0
117,1.2382,4.13382,0.189127,6,1
118,1.08824,3.79418,0.120759,4,1
119,1.10732,4.42533,0.213482,7,1
120,1.02045,4.09673,0.188621,6,0
121,1.14516,3.94691,0.154782,5,0
122,1.16509,4.17927,0.197947,6,0
123,1,4.07987,0.150807,5,0
124,1.25253,4.1898,0.1117,4,1
125,1.4375,4.38364,0.228951,7,1
126,1.08736,4.38364,0.228951,7,0
127,1.10753,3.93745,0.158847,5,0
128,1,4.27078,0.182211,6,0
129,1.13245,3.93745,0.158847,5,1
