session_id,normalized_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,1.125,3.08267,0.0190311,2,3
2,1.10298,3.32133,0.0425532,3,2
3,1.10825,3.57773,0.0426341,3,2
4,1.185,3.00267,0.0168739,2,43
5,1.13636,3.53953,0.0449023,3,3
6,1.08772,3.32133,0.0425532,3,1
7,1.04604,4.30133,0.0570366,3,1
8,1.032,3.16267,0.0210793,2,1
9,1.1791,3.044,0.0341656,3,5
10,1.11529,3.20133,0.0441483,3,9
11,1.10188,3.084,0.0337224,3,2
12,1.01786,3.24267,0.0230263,2,1
13,1.0355,3.40133,0.0415523,3,1
14,1.29952,2.88,0,1,1474
15,1.07877,3.18353,0.032333,3,4
16,1.00913,2.92267,0.0145985,2,42
17,1.06931,3.05333,0.0331878,3,54
18,1.04156,3.44753,0.0437801,3,1
19,1.01084,3.308,0.0459492,3,1
20,1.02956,3.00267,0.0168739,2,24
21,1.045,3.05333,0.0331878,3,9
22,1.07882,3.40173,0.0354329,3,2
23,1.09406,3.40933,0.0461478,3,1
24,1.12857,2.88,0,1,111
25,1.20476,3.35953,0.0401643,3,5
26,1,3.28,0.0487805,3,2
27,1.07494,3.084,0.0337224,3,78
28,1.07018,3.12267,0.0392827,3,7
29,1,3.26133,0.0188062,2,13
30,1.08717,3.05333,0.0331878,3,11
31,1.0316,3.044,0.0341656,3,3
32,1,2.88,0,1,911
33,1.03488,3.26,0.0417178,3,1
34,1.09231,3.27333,0.0456212,3,1
35,1.09189,3.53953,0.0449023,3,1
36,1.10354,3.36133,0.0491868,3,1
37,1.02625,3.32133,0.0425532,3,2
38,1.09735,3.28,0.0487805,3,2
39,1.17188,3.032,0.0171504,2,29
40,1.02459,2.92267,0.0145985,2,112
41,1.13717,3.56,0.0449438,3,2
42,1.08287,3.172,0.037831,3,0
43,1.10633,3.12267,0.0392827,3,4
44,1.06823,3.18353,0.032333,3,12
45,1,3.044,0.0341656,3,6
46,1.02538,3.35953,0.0401643,3,1
47,1.03822,2.88,0,1,159
48,1.14251,3.40173,0.0354329,3,3
49,1.08533,3.35953,0.0401643,3,1
50,1.02439,3.084,0.0337224,3,3
51,1.15789,3.53953,0.0449023,3,3
52,1.05025,3.20267,0.0383014,3,1
53,1.09,3.044,0.0341656,3,2
54,1.18386,3.044,0.0341656,3,71
55,1.01629,2.92267,0.0145985,2,12
56,1.01583,3.08267,0.0190311,2,0
57,1,3.45333,0.0501931,3,0
58,1.09611,2.92267,0.0145985,2,164
59,1.05598,2.88,0,1,21
60,1.06616,3.044,0.0341656,3,1
61,1.06829,3.35953,0.0401643,3,2
62,1.19948,3.2622,0.0372755,3,4
63,1.16667,2.88,0,1,145
64,1.03357,2.992,0.0173797,2,38
65,1.11168,3.56,0.0449438,3,1
66,1.00485,3.032,0.0171504,2,15
67,1.0565,3.16267,0.0210793,2,2
68,1.10714,3.084,0.0337224,3,3
69,1.11488,3.29867,0.0468876,3,2
70,1.05985,3.044,0.0341656,3,2
71,1.04988,3.53953,0.0449023,3,1
72,1.03226,3.44753,0.0437801,3,0
73,1.00932,3.41067,0.0406568,3,0
74,1.05276,3.53953,0.0449023,3,1
75,1.07634,3.68,0.0434783,3,2
76,1.15534,2.88,0,1,612
77,1.13165,3.22933,0.0462428,3,2
78,1.1073,3.32133,0.0425532,3,3
79,1.19753,3.14133,0.0373514,3,13
80,1.00499,2.96533,0.028777,3,0
81,1.02469,3.4,0.0470588,3,0
82,1.10353,3.856,0.0497925,3,1
83,1.02924,3.29067,0.0421394,3,1
84,1.19048,3.18353,0.032333,3,2
85,1,3.26,0.0417178,3,0
86,1.07447,3.32133,0.0425532,3,3
87,1.23955,2.96533,0.028777,3,6
88,1.13477,3.32133,0.0425532,3,2
89,1.05322,3.00267,0.0168739,2,42
90,1.12077,3.044,0.0341656,3,3
91,1.09524,2.88,0,1,21
92,1.16,3.26133,0.0188062,2,6
93,1.10204,3.132,0.0383142,3,2
94,1.08625,3.53953,0.0449023,3,1
95,1.08086,3.42087,0.0410033,3,1
96,1.1,3.12267,0.0392827,3,75
97,1.0885,3.53953,0.0449023,3,5
98,1.04688,4.3346,0.0490933,3,2
99,1.00922,3.00267,0.0168739,2,4
100,1.1289,3.032,0.0171504,2,433
101,1.06897,3.084,0.0337224,3,1
102,1.075,3.75867,0.0475346,3,1
103,1.04119,3.38667,0.0503937,3,1
