session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,231,4.5926,0.330967,11,0
2,227,4.58642,0.327449,11,0
3,224,4.72593,0.320091,11,0
4,225,4.72593,0.320091,11,0
5,235,4.40533,0.316146,11,0
6,245,4.40533,0.316146,11,0
7,271,4.72593,0.320091,11,0
8,214,4.40533,0.316146,11,0
9,215,4.40533,0.316146,11,0
10,223,4.72351,0.341041,11,0
11,259,4.5926,0.330967,11,0
12,240,4.58642,0.327449,11,0
13,204,4.40533,0.316146,11,0
14,245,4.40533,0.316146,11,0
15,204,4.6326,0.328109,11,0
16,258,4.40533,0.316146,11,0
17,229,4.40533,0.316146,11,0
18,207,4.40533,0.316146,11,0
19,262,4.72351,0.341041,11,0
20,234,4.6326,0.328109,11,0
21,264,4.72351,0.341041,11,0
22,246,4.40533,0.316146,11,0
23,216,4.6326,0.328109,11,0
24,222,4.72351,0.341041,11,0
25,225,4.6326,0.328109,11,0
26,194,4.40533,0.316146,11,0
27,264,4.40533,0.316146,11,0
28,212,4.72351,0.341041,11,0
29,244,4.58642,0.327449,11,0
30,212,4.72351,0.341041,11,0
31,235,4.72593,0.320091,11,0
32,260,4.40533,0.316146,11,0
33,266,4.40533,0.316146,11,0
34,332,4.72351,0.341041,11,0
35,198,4.40533,0.316146,11,0
36,237,4.72593,0.320091,11,0
37,266,4.97987,0.330786,11,0
38,219,4.40533,0.316146,11,0
39,256,4.40533,0.316146,11,0
40,219,4.40533,0.316146,11,0
41,251,4.40533,0.316146,11,0
42,203,4.40533,0.316146,11,0
43,262,4.6326,0.328109,11,0
44,206,4.97987,0.330786,11,0
45,214,4.72351,0.341041,11,0
46,227,4.58642,0.327449,11,0
47,243,4.6326,0.328109,11,0
48,220,4.58642,0.327449,11,0
49,273,4.5926,0.330967,11,0
50,247,4.40533,0.316146,11,0
51,198,4.6326,0.328109,11,0
52,251,4.72593,0.320091,11,0
53,233,4.40533,0.316146,11,0
54,243,4.72593,0.320091,11,0
55,206,4.40533,0.316146,11,0
56,251,4.40533,0.316146,11,0
57,274,4.58642,0.327449,11,0
58,209,4.58642,0.327449,11,0
59,239,4.58642,0.327449,11,0
60,254,4.40533,0.316146,11,0
61,282,4.97987,0.330786,11,0
62,222,4.5926,0.330967,11,0
63,242,4.40533,0.316146,11,0
64,273,4.40533,0.316146,11,0
