session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,223,3.47867,0.0513607,3,21
2,225,4.953,0.0870583,4,63
3,193,4.09827,0.101767,5,45
4,206,4.93647,0.145583,6,93
5,188,3.98267,0.127218,5,50
6,243,4.39127,0.148173,6,125
7,205,4.27,0.0910539,4,22
8,245,3.68913,0.0933914,5,4
9,228,4.668,0.186804,7,6
10,223,5.1698,0.141592,6,14
11,216,4.196,0.142993,6,44
12,194,4.2052,0.130315,6,16
13,238,3.636,0.0594059,3,97
14,258,3.65067,0.0598977,3,66
15,262,3.56,0.0797753,4,128
16,220,4.19987,0.132068,6,51
17,219,3.616,0.0730088,4,94
18,228,3.52113,0.0796713,5,67
19,213,4.73053,0.144029,6,26
20,254,5.04847,0.150277,6,107
21,209,4.84847,0.156476,6,62
22,216,3.974,0.0736789,4,90
23,195,3.98267,0.127218,5,78
24,218,4.01987,0.11808,6,23
25,229,4.392,0.0619308,3,23
26,215,4.37987,0.144905,6,18
27,190,4.0574,0.151033,7,70
28,193,4.19587,0.132194,6,42
29,206,3.73793,0.106298,6,14
30,205,3.688,0.0835141,4,43
31,214,5.02493,0.120148,5,65
32,260,3.86533,0.125561,5,120
33,205,4.8876,0.115885,5,35
34,268,3.82267,0.0592954,3,171
35,249,3.9316,0.0952284,5,22
36,213,4.19293,0.113461,5,43
37,205,3.55867,0.0502061,3,23
38,199,4.13713,0.11035,5,47
39,273,3.568,0.0784753,4,60
40,235,2.92267,0.0145985,2,137
41,192,4.51793,0.136641,6,88
42,194,3.97587,0.119387,6,72
43,210,3.804,0.0904311,4,42
44,203,4.378,0.090635,4,42
45,254,3.472,0.0737327,4,65
46,268,3.95867,0.103739,5,15
47,214,4.2356,0.107281,5,78
48,195,4.51793,0.136641,6,17
49,246,3.448,0.0777262,4,23
50,261,3.94533,0.123015,5,30
51,249,3.82247,0.104086,5,41
52,202,3.816,0.0880503,4,7
53,248,3.976,0.128773,5,19
54,248,4.051,0.0864972,4,99
55,214,3.812,0.117524,5,34
56,202,4.64447,0.128899,6,57
57,203,3.71067,0.110672,5,38
58,215,4.02647,0.110734,5,40
59,212,3.32267,0.0369181,3,57
60,241,3.46933,0.0257494,2,61
61,211,4.043,0.0896364,4,20
62,227,3.92,0.1,4,86
63,246,3.812,0.117524,5,135
64,263,3.43733,0.0574088,3,35
65,236,3.552,0.0810811,4,96
66,206,4.8876,0.115885,5,20
67,235,4.0238,0.116109,5,130
68,197,4.20227,0.106863,5,37
69,187,4.1814,0.15612,7,20
70,242,3.928,0.0631365,3,103
71,255,3.9998,0.104805,5,63
72,244,3.35867,0.0531957,3,49
73,220,4.6094,0.167657,7,70
74,235,3.55867,0.0502061,3,53
75,201,3.767,0.0792142,4,34
76,289,3.84933,0.0616557,3,128
77,198,2.92267,0.0145985,2,55
78,241,3.99527,0.127818,6,56
79,285,4.06727,0.13539,6,105
80,188,4.3148,0.152406,7,6
81,222,2.88,0,1,57
82,197,4.1278,0.120936,5,16
83,211,4.87673,0.114612,5,5
84,265,3.516,0.0614334,3,111
85,273,4.3852,0.143209,6,26
86,242,3.35867,0.0531957,3,44
87,285,2.88,0,1,102
88,241,3.235,0.047728,4,148
89,214,3.78133,0.111425,5,55
90,240,3.18353,0.032333,3,99
91,214,4.43147,0.0562041,3,177
92,206,4.09827,0.101767,5,52
93,219,4.51333,0.118168,5,61
94,223,4.2046,0.143652,6,71
95,234,4.16227,0.111734,5,134
96,210,4.3596,0.11891,5,22
97,262,3.35867,0.0531957,3,144
98,246,4.3108,0.154403,7,119
99,245,3.9638,0.109794,5,144
100,185,4.2446,0.142298,6,48
101,243,3.688,0.0292842,2,22
102,241,4.7294,0.173553,7,95
103,235,4.392,0.0619308,3,41
104,206,3.584,0.0837054,4,54
105,205,3.68,0.0434783,3,44
106,254,3.872,0.0909091,4,212
107,230,2.88,0,1,44
108,198,5.17453,0.150996,6,37
109,208,4.65693,0.119335,5,25
110,249,3.84,0.09375,4,128
111,270,3.33867,0.0295527,2,120
112,235,4.14227,0.100686,5,76
113,174,4.4308,0.161054,7,14
114,260,3.744,0.0972222,4,43
115,228,4.65853,0.137669,6,28
116,263,3.516,0.0614334,3,15
117,239,2.88,0,1,3
118,213,4.4878,0.104104,5,83
119,258,3.656,0.0919037,4,61
120,211,3.99827,0.10031,5,7
121,278,3.67733,0.0536621,3,267
122,239,4.34253,0.138475,6,8
123,264,4.365,0.096953,4,168
124,210,4.01713,0.117629,5,57
125,234,3.704,0.0604752,3,27
126,244,3.808,0.0819328,4,25
127,259,3.35867,0.0531957,3,118
128,237,3.9132,0.109373,6,66
129,201,4.7028,0.155142,7,55
130,205,4.24727,0.148488,6,76
131,195,4.79427,0.123703,5,44
132,244,4.26113,0.122158,5,40
133,189,4.24727,0.148488,6,15
134,208,4.24,0.128302,5,111
135,261,3.58533,0.0528077,3,43
