session_id,achieved_delay_bound,data_transfer_cost,interDC_cost_ratio,num_chosen_DCs,alg_running_time
1,210,1.60571,0.0409253,2,1
2,198,1.96571,0.0639535,2,0
3,220,1.56571,0.0419708,2,1
4,210,1.57486,0.0399129,2,2
5,226,1.92,0,1,3
6,244,1.60571,0.0409253,2,1
7,232,1.72571,0.0496689,2,1
8,201,1.44,0,1,1
9,207,1.44,0,1,1
10,284,1.72571,0.0496689,2,1
11,247,1.44,0,1,0
12,206,1.72571,0.0496689,2,1
13,244,1.48571,0.0307692,2,2
14,230,1.48571,0.0307692,2,2
15,228,1.56571,0.0419708,2,1
16,218,1.96571,0.0639535,2,1
17,214,2.36354,0.0512548,2,2
18,244,1.48571,0.0307692,2,1
19,221,1.48571,0.0307692,2,2
20,204,1.48571,0.0307692,2,0
21,261,1.60571,0.0409253,2,0
22,193,1.57486,0.0399129,2,0
23,260,1.60571,0.0409253,2,0
24,233,1.60571,0.0409253,2,2
25,212,2.26057,0.0834176,2,0
26,197,1.70517,0.037868,2,0
27,218,1.48571,0.0307692,2,1
28,244,1.72571,0.0612583,2,4
29,207,1.44,0,1,0
30,227,1.84229,0.0620347,2,3
31,202,1.48571,0.0307692,2,1
32,225,1.60571,0.0409253,2,3
33,205,1.44,0,1,1
34,197,1.72571,0.0496689,2,1
35,195,2.20571,0.0932642,2,2
36,251,1.48571,0.0307692,2,2
37,200,1.84571,0.0464396,2,0
38,190,2.46,0.0894309,2,6
39,217,1.57486,0.0399129,2,1
40,200,1.64571,0.0520833,2,0
41,281,1.57486,0.0399129,2,4
42,203,1.48571,0.0307692,2,1
43,258,1.64571,0.0520833,2,1
44,212,1.48571,0.0307692,2,0
45,224,1.44,0,1,2
46,197,1.48571,0.0307692,2,0
47,255,1.70517,0.037868,2,4
48,188,2.08571,0.069863,2,2
49,190,1.48571,0.0307692,2,0
50,170,1.44,0,1,0
51,217,1.84571,0.0572755,2,1
52,196,1.57486,0.0399129,2,0
53,215,1.57486,0.0399129,2,2
54,184,1.44,0,1,1
55,195,1.57486,0.0399129,2,1
56,215,1.64571,0.0520833,2,1
57,213,1.44,0,1,2
58,257,1.72571,0.0496689,2,2
59,207,1.72571,0.0496689,2,0
60,226,1.56571,0.0419708,2,1
61,218,1.84571,0.0572755,2,1
62,181,2.244,0.0891266,2,0
63,261,2.40463,0.0845988,2,3
64,235,1.72571,0.0496689,2,1
65,185,1.57486,0.0399129,2,1
66,225,1.57486,0.0399129,2,0
67,183,2.46,0.0894309,2,2
68,171,1.57486,0.0399129,2,1
69,190,2.46,0.0894309,2,0
70,214,1.57486,0.0399129,2,2
71,179,1.84571,0.0464396,2,0
72,222,1.56571,0.0419708,2,1
73,248,1.48571,0.0307692,2,1
74,190,1.84571,0.0572755,2,1
75,207,1.62,0.0493827,2,1
76,222,1.57486,0.0399129,2,0
77,213,1.84571,0.0572755,2,1
78,209,1.48571,0.0307692,2,2
79,204,1.60571,0.0409253,2,0
80,230,2.32571,0.0884521,2,2
81,223,1.57486,0.0399129,2,0
82,198,1.57486,0.0399129,2,1
83,206,1.44,0,1,1
84,209,1.56571,0.0419708,2,1
85,256,2.04571,0.0907821,2,2
86,229,1.72571,0.0612583,2,2
87,221,1.84571,0.0572755,2,3
88,199,1.57486,0.0399129,2,1
89,215,1.44,0,1,3
90,190,1.60571,0.0409253,2,2
91,200,1.60571,0.0409253,2,2
92,258,1.64571,0.0520833,2,2
93,256,1.56571,0.0419708,2,0
94,193,1.44,0,1,0
95,189,1.57486,0.0399129,2,0
96,215,1.44,0,1,1
97,236,1.44,0,1,1
98,204,1.72571,0.0496689,2,2
99,211,1.44,0,1,2
