achievable_delay_bound_avg,1.09536
achievable_delay_bound_99th,1.22346
data_transfer_cost_avg,2.35382
data_transfer_cost_99th,2.85927
interDC_cost_ratio_avg,0.0427521
interDC_cost_ratio_99th,0.142439
num_chosen_DCs_avg,2.551
num_chosen_DCs_99th,5
num_evaluated_solutions_avg,9328.01
num_evaluated_solutions_99th,85029
alg_running_time_avg,52.354
