achieved_delay_bound_avg,1.18973
achieved_delay_bound_99th,1.5
data_transfer_cost_avg,4.22763
data_transfer_cost_99th,4.64569
interDC_cost_ratio_avg,0.195799
interDC_cost_ratio_99th,0.256793
num_chosen_DCs_avg,6.244
num_chosen_DCs_99th,8
num_evaluated_solutions_avg,1
num_evaluated_solutions_99th,1
alg_running_time_avg,0.786
